120.48135	120.48009	120.47705	120.49183	120.61485	110.88572	
120.48003	120.47885	120.47590	120.49065	120.61374	110.87806	
120.47710	120.47580	120.47310	120.48818	120.61154	110.85649	
120.49181	120.49072	120.48815	120.50319	120.62560	110.84371	
120.61521	120.61413	120.61179	120.62585	120.74091	110.90561	
110.84539	110.83519	110.81038	110.79522	110.85700	100.86714	

120.45090	120.44988	120.44741	120.46305	120.58732	110.85448	
120.44982	120.44887	120.44648	120.46211	120.58644	110.84681	
120.44746	120.44638	120.44423	120.46018	120.58477	110.82607	
120.46303	120.46217	120.46015	120.47605	120.59967	110.81320	
120.58767	120.58682	120.58502	120.59992	120.71617	110.87605	
110.81283	110.80329	110.77931	110.76506	110.82887	100.83275	

120.28794	120.28750	120.28641	120.30419	120.43145	110.69508	
120.28745	120.28709	120.28606	120.30384	120.43111	110.68754	
120.28645	120.28597	120.28517	120.30324	120.43077	110.66883	
120.30418	120.30389	120.30321	120.32121	120.44772	110.65733	
120.43176	120.43149	120.43100	120.44798	120.56708	110.72374	
110.65344	110.64443	110.62237	110.60818	110.67724	100.67459	

120.04297	120.04337	120.04420	120.06496	120.19635	110.45738	
120.04332	120.04378	120.04467	120.06543	120.19680	110.44923	
120.04424	120.04457	120.04567	120.06672	120.19831	110.43249	
120.06495	120.06549	120.06669	120.08762	120.21815	110.42394	
120.19665	120.19717	120.19854	120.21840	120.34144	110.49399	
110.41566	110.40780	110.38668	110.37576	110.44808	100.44315	

119.74115	119.74259	119.74585	119.77041	119.90693	110.16340	
119.74254	119.74404	119.74735	119.77188	119.90839	110.15750	
119.74588	119.74725	119.75075	119.77552	119.91221	110.14259	
119.77039	119.77194	119.77549	119.80011	119.93565	110.13758	
119.90722	119.90875	119.91243	119.93591	120.06386	110.21198	
110.12480	110.11730	110.09915	110.09198	110.16802	100.15977	

119.38941	119.39215	119.39843	119.42769	119.57059	109.82382	
119.39210	119.39490	119.40121	119.43042	119.57329	109.81880	
119.39847	119.40112	119.40759	119.43700	119.57999	109.80709	
119.42767	119.43048	119.43697	119.46616	119.60790	109.80637	
119.57087	119.57364	119.58020	119.60815	119.74217	109.88692	
109.78734	109.78058	109.76596	109.76248	109.84462	99.832665	

118.98335	118.98775	118.99786	119.03306	119.18402	109.43512	
118.98770	118.99214	119.00226	119.03740	119.18828	109.43217	
118.99789	119.00217	119.01241	119.04768	119.19860	109.42334	
119.03305	119.03745	119.04765	119.08260	119.23215	109.42686	
119.18428	119.18862	119.19880	119.23237	119.37400	109.51538	
109.40039	109.39582	109.38371	109.38678	109.47655	99.460586	

118.51014	118.51669	118.53180	118.57475	118.73613	108.98651	
118.51664	118.52324	118.53833	118.58117	118.74242	108.98530	
118.53183	118.53823	118.55339	118.59627	118.75744	108.98106	
118.57473	118.58122	118.59623	118.63865	118.79825	108.99122	
118.73637	118.74274	118.75762	118.79846	118.94989	109.08961	
108.95366	108.95188	108.94430	108.95457	109.05313	99.035096	

117.94894	117.95840	117.98023	118.03357	118.20886	108.46212	
117.95835	117.96784	117.98961	118.04278	118.21785	108.46223	
117.98026	117.98951	118.01125	118.06432	118.23912	108.46426	
118.03355	118.04282	118.06428	118.11666	118.28961	108.48481	
118.20908	118.21816	118.23929	118.28979	118.45418	108.59495	
108.43164	108.43155	108.43110	108.45000	108.56148	98.542829	

117.26942	117.28292	117.31405	117.38174	117.57616	107.83761	
117.28287	117.29636	117.32737	117.39479	117.58886	107.84042	
117.31408	117.32727	117.35811	117.42520	117.61870	107.85062	
117.38171	117.39484	117.42516	117.49122	117.68240	107.88395	
117.57634	117.58914	117.61884	117.68256	117.86457	108.01143	
107.80884	107.81199	107.82042	107.85240	107.98022	97.965962	

116.42820	116.44746	116.49185	116.57994	116.80138	107.07907	
116.44740	116.46661	116.51079	116.59844	116.81932	107.08658	
116.49188	116.51068	116.55444	116.64140	116.86123	107.10858	
116.57991	116.59847	116.64136	116.72673	116.94349	107.15997	
116.80152	116.81957	116.86133	116.94363	117.15026	107.31073	
107.05360	107.06191	107.08105	107.13200	107.28225	97.278841	

115.36253	115.39024	115.45410	115.57201	115.83273	106.14084	
115.39019	115.41778	115.48124	115.59845	115.85827	106.15552	
115.45413	115.48114	115.54379	115.65969	115.91764	106.19341	
115.57198	115.59849	115.65964	115.77300	116.02667	106.26968	
115.83285	115.85849	115.91772	116.02678	116.26869	106.45369	
106.11797	106.13336	106.16971	106.24598	106.42879	96.448164	

113.97967	114.02019	114.11344	114.27622	114.59572	104.95637	
114.02013	114.06039	114.15294	114.31456	114.63255	104.98159	
114.11346	114.15284	114.24387	114.40311	114.71786	105.04359	
114.27619	114.31459	114.40307	114.55816	114.86650	105.15694	
114.59581	114.63274	114.71791	114.86660	115.16044	105.38938	
104.93666	104.96314	105.02345	105.13724	105.36815	95.427364	

112.13884	112.19930	112.33824	112.57057	112.98064	103.43040	
112.19925	112.25920	112.39690	112.62723	113.03472	103.47199	
112.33827	112.39679	112.53173	112.75780	113.15959	103.57045	
112.57052	112.62725	112.75774	112.97679	113.36847	103.73971	
112.98069	113.03488	113.15962	113.36854	113.74090	104.04429	
103.41484	103.45684	103.55394	103.72314	104.02696	94.153434	

109.62036	109.71271	109.92470	110.26795	110.82187	101.42265	
109.71266	109.80408	110.01382	110.35356	110.90297	101.48906	
109.92473	110.01372	110.21843	110.55046	111.08971	101.64347	
110.26789	110.35358	110.55040	110.87019	111.39258	101.89914	
