110.82188	110.90308	111.08970	111.39263	111.88696	102.31510	
101.41012	101.47661	101.63061	101.88599	102.30126	92.539182	

106.07225	106.21672	106.54820	107.07306	107.86233	98.718393	
106.21666	106.35939	106.68680	107.20537	107.98653	98.823940	
106.54822	106.68668	107.00484	107.50931	108.27206	99.067590	
107.07300	107.20537	107.50923	107.99176	108.72511	99.458102	
107.86231	107.98660	108.27201	108.72513	109.41417	100.04921	
98.709077	98.814606	99.057688	99.448754	100.03920	90.460676	

100.92041	101.15027	101.67885	102.50609	103.69062	94.984441	
101.15021	101.37690	101.89808	102.71392	103.88371	95.151018	
101.67887	101.89795	102.40220	103.19218	104.32823	95.535440	
102.50601	102.71390	103.19210	103.94206	105.02515	96.141737	
103.69055	103.88373	104.32815	105.02512	106.03304	97.014821	
94.978014	95.144515	95.528760	96.135437	97.007987	87.731207	

93.231606	93.595607	94.439888	95.765905	97.624058	89.678176	
93.595555	93.953993	94.785273	96.091217	97.923010	89.936672	
94.439893	94.785160	95.586450	96.846035	98.616735	90.537163	
95.765815	96.091176	96.845935	98.033200	99.707518	91.484518	
97.623923	97.923002	98.616607	99.707472	101.24777	92.817578	
89.674362	89.932953	90.533145	91.480687	92.813393	84.034361	

81.574426	82.117610	83.404999	85.487895	88.467577	81.839164	
82.117551	82.652052	83.918906	85.969469	88.905787	82.215272	
83.404991	83.918772	85.137396	87.111626	89.944698	83.106633	
85.487768	85.969404	87.111511	88.963231	91.627768	84.551984	
88.467398	88.905732	89.944533	91.627704	94.051519	86.625988	
81.837248	82.213476	83.104637	84.550120	86.623882	78.652870	

64.144049	64.820667	66.487434	69.373142	73.895302	69.056761	
64.820615	65.486469	67.127369	69.971163	74.435364	69.512547	
66.487416	67.127220	68.705910	71.447711	75.768085	70.634710	
69.372991	69.971088	71.447575	74.017406	78.086584	72.584062	
73.895081	74.435278	75.767866	78.086504	81.765637	75.668631	
69.056059	69.511841	70.633894	72.583335	75.667914	68.604702	

45.198450	45.796860	47.318990	50.139314	55.142408	42.870075	
45.796816	46.386198	47.886447	50.670602	55.621921	43.240471	
47.318975	47.886303	49.333107	52.027379	56.846405	44.177663	
50.139150	50.670501	52.027217	54.563845	59.137458	45.902860	
55.142163	55.621821	56.846149	59.137350	63.289246	48.955511	
42.869712	43.240138	44.177303	45.902554	48.955323	32.372521	


